interactor A gene symbol	interactor B gene symbol	interactor A Uniprot AC	interactor B Uniprot AC	database source
SIRT1	CEP44	Q96EB6	Q9C0F1	Biogrid
SIRT1	HDAC4	Q96EB6	P56524	Biogrid
SIRT1	MCM10	Q96EB6	Q7L590	Biogrid
SIRT1	PRO2249	Q96EB6	-	Biogrid
SIRT1	CSNK2B	Q96EB6	P67870	Biogrid
SIRT1	DADB-127H9.2	Q96EB6	-	Biogrid
SIRT1	MYCN	Q96EB6	P04198	Biogrid
SIRT1	ELAVL1	Q96EB6	Q15717	Biogrid
SIRT1	KAT8	Q96EB6	Q9H7Z6	Biogrid
SIRT1	PP7073	Q96EB6	-	Biogrid
SIRT1	SATB1	Q96EB6	Q01826	Biogrid
SIRT1	CHFR	Q96EB6	Q96EP1	Biogrid
SIRT1	ZNF707	Q96EB6	Q96C28	Biogrid
SIRT1	TNNI2	Q96EB6	P48788	Biogrid
SIRT1	PTPN4	Q96EB6	P29074	Biogrid
SIRT1	MTFR2	Q96EB6	Q6P444	Biogrid
SIRT1	RP11-472E5.1	Q96EB6	-	Biogrid
SIRT1	ZNF669	Q96EB6	Q96BR6	Biogrid
SIRT1	RP11-107G24.2	Q96EB6	-	Biogrid
SIRT1	TBCCD1	Q96EB6	Q9NVR7	Biogrid
SIRT1	ZNF263	Q96EB6	O14978	Biogrid
SIRT1	TULP3	Q96EB6	O75386	Biogrid
SIRT1	CERKL	Q96EB6	Q49MI3	Biogrid
SIRT1	APEX2	Q96EB6	Q9UBZ4	Biogrid
SIRT1	RP5-884M20.3	Q96EB6	-	Biogrid
SIRT1	ZNF550	Q96EB6	Q7Z398	Biogrid
SIRT1	SOST	Q96EB6	Q9BQB4	Biogrid
SIRT1	UNQ2976/PRO7455/PRO7476	Q96EB6	-	Biogrid
SIRT1	RBFA	Q96EB6	Q8N0V3	Biogrid
SIRT1	ZNF785	Q96EB6	A8K8V0	Biogrid
SIRT1	CLK3	Q96EB6	P49761	Biogrid
SIRT1	HERC2	Q96EB6	O95714	Biogrid
SIRT1	MDM2	Q96EB6	Q00987	Biogrid
SIRT1	NDN	Q96EB6	Q99608	Biogrid
SIRT1	VWA3B	Q96EB6	Q502W6	Biogrid
SIRT1	ZNF354C	Q96EB6	Q86Y25	Biogrid
SIRT1	HOXB9	Q96EB6	P17482	Biogrid
SIRT1	tat	Q96EB6	-	Biogrid
SIRT1	HIV1gp5	Q96EB6	-	Biogrid
SIRT1	Cdca8	Q96EB6	-	Biogrid
SIRT1	RP23-168M5.8	Q96EB6	-	Biogrid
SIRT1	Sirt1	Q96EB6	-	Biogrid
SIRT1	DYRK3	Q96EB6	O43781	Biogrid
SIRT1	RP11-343H5.2	Q96EB6	-	Biogrid
SIRT1	DYRK1A	Q96EB6	Q13627	Biogrid
SIRT1	CSNK2A2	Q96EB6	P19784	Biogrid
SIRT1	Crebbp	Q96EB6	-	Biogrid
SIRT1	Ksr1	Q96EB6	-	Biogrid
SIRT1	RP23-12I13.1	Q96EB6	-	Biogrid
SIRT1	Max	Q96EB6	-	Biogrid
SIRT1	Esrrb	Q96EB6	-	Biogrid
SIRT1	Lima1	Q96EB6	-	Biogrid
SIRT1	Ufl1	Q96EB6	-	Biogrid
SIRT1	RP23-35A10.1	Q96EB6	-	Biogrid
SIRT1	Tmed10	Q96EB6	-	Biogrid
SIRT1	Dtl	Q96EB6	-	Biogrid
CD209	LGALS3BP	Q9NNX6	Q08380	Biogrid
CD209	CD209	Q9NNX6	Q9NNX6	Biogrid
CD209	CEACAM5	Q9NNX6	P06731	Biogrid
CD209	KLHL26	Q9NNX6	Q53HC5	Biogrid
CD209	LSP1	Q9NNX6	P33241	Biogrid
CD209	VAC14	Q9NNX6	Q08AM6	Biogrid
CD209	RP11-534L20.1	Q9NNX6	-	Biogrid
CD209	AAG4	Q9NNX6	-	Biogrid
CD209	HTR1B	Q9NNX6	P28222	Biogrid
CD209	CLEC4M	Q9NNX6	Q9H2X3	Biogrid
CD209	FAM217B	Q9NNX6	Q9NTX9	Biogrid
CD209	ZNF703	Q9NNX6	Q9H7S9	Biogrid
CD209	HMGCR	Q9NNX6	P04035	Biogrid
CD209	HSPC057	Q9NNX6	-	Biogrid
HP	SMAD3	P00738	P84022	Biogrid
HP	RP11-143H20.1	P00738	-	Biogrid
HP	MIS12	P00738	Q9H081	Biogrid
HP	DDX31	P00738	Q9H8H2	Biogrid
HP	DDX19B	P00738	Q9UMR2	Biogrid
HP	RP11-327P2.1	P00738	-	Biogrid
HP	My038	P00738	-	Biogrid
HP	RP5-1054A22.2	P00738	-	Biogrid
HP	MSTP134	P00738	-	Biogrid
HP	SORT1	P00738	Q99523	Biogrid
HP	RP11-223J15.3	P00738	-	Biogrid
HP	RP11-98D18.12-005	P00738	-	Biogrid
HP	ELAVL1	P00738	Q15717	Biogrid
HP	MAPK6	P00738	Q16659	Biogrid
HP	GIG20	P00738	-	Biogrid
HP	GDPD1	P00738	Q8N9F7	Biogrid
HP	RP11-260L6.1	P00738	-	Biogrid
HP	TBL1X	P00738	O60907	Biogrid
HP	MVP	P00738	Q14764	Biogrid
HP	WASL	P00738	O00401	Biogrid
HP	GRB2	P00738	P62993	Biogrid
HP	EXOSC9	P00738	Q06265	Biogrid
HP	TP63	P00738	Q9H3D4	Biogrid
HP	HBB	P00738	P68871	Biogrid
CXCR1	CDK1	P25024	P06493	Biogrid
CXCR1	PDCD6IP	P25024	Q8WUM4	Biogrid
CXCR1	GNAI2	P25024	P04899	Biogrid
CXCR1	RP3-447F3.1	P25024	-	Biogrid
CXCR1	TUBA1A	P25024	Q71U36	Biogrid
HSPB1	NPM1	P04792	P06748	Biogrid
HSPB1	RP11-367H5.1	P04792	-	Biogrid
HSPB1	RP11-480K16.1	P04792	-	Biogrid
HSPB1	CPSF3	P04792	Q9UKF6	Biogrid
HSPB1	PNPT1	P04792	Q8TCS8	Biogrid
HSPB1	SUPT5H	P04792	O00267	Biogrid
HSPB1	MPHOSPH6	P04792	Q99547	Biogrid
HSPB1	FLNB	P04792	O75369	Biogrid
HSPB1	RP3-522O2.1	P04792	-	Biogrid
HSPB1	MYL12A	P04792	P19105	Biogrid
HSPB1	WDR66	P04792	Q8TBY9	Biogrid
HSPB1	ADCY9	P04792	O60503	Biogrid
HSPB1	CALR	P04792	P27797	Biogrid
HSPB1	SMARCD1	P04792	Q96GM5	Biogrid
HSPB1	HSP90AA1	P04792	P07900	Biogrid
HSPB1	ALPI	P04792	P09923	Biogrid
HSPB1	SLC7A9	P04792	P82251	Biogrid
HSPB1	ASB4	P04792	Q9Y574	Biogrid
HSPB1	SERTAD1	P04792	Q9UHV2	Biogrid
HSPB1	MME	P04792	P08473	Biogrid
HSPB1	TCPT	P04792	-	Biogrid
HSPB1	CASP3	P04792	P42574	Biogrid
HSPB1	RP11-290D2.1	P04792	-	Biogrid
HSPB1	LCE3A	P04792	Q5TA76	Biogrid
HSPB1	PAICS	P04792	P22234	Biogrid
HSPB1	NVL	P04792	O15381	Biogrid
HSPB1	ACTN4	P04792	O43707	Biogrid
HSPB1	AGAP3	P04792	Q96P47	Biogrid
HSPB1	tcag7.78	P04792	-	Biogrid
HSPB1	RP3-339A18.4	P04792	-	Biogrid
HSPB1	STIP1	P04792	P31948	Biogrid
HSPB1	GRPEL1	P04792	Q9HAV7	Biogrid
HSPB1	ANK1	P04792	P16157	Biogrid
HSPB1	RP11-393H10.1	P04792	-	Biogrid
HSPB1	SEC13	P04792	P55735	Biogrid
HSPB1	SMARCA4	P04792	P51532	Biogrid
HSPB1	PRKCD	P04792	Q05655	Biogrid
HSPB1	RP11-554C12.1	P04792	-	Biogrid
HSPB1	RP13-46G5.1	P04792	-	Biogrid
HSPB1	TKT	P04792	P29401	Biogrid
HSPB1	MCM6	P04792	Q14566	Biogrid
HSPB1	ATF2	P04792	P15336	Biogrid
HSPB1	MDS017	P04792	-	Biogrid
HSPB1	NAP1L1	P04792	P55209	Biogrid
HSPB1	ERICH6	P04792	Q7L0X2	Biogrid
HSPB1	YWHAE	P04792	P62258	Biogrid
HSPB1	AGAP4	P04792	Q96P64	Biogrid
HSPB1	HSPC057	P04792	-	Biogrid
HSPB1	PSMC1	P04792	P62191	Biogrid
HSPB1	CRK	P04792	P46108	Biogrid
HSPB1	HUSSY-27	P04792	-	Biogrid
HSPB1	PHF12	P04792	Q96QT6	Biogrid
HSPB1	TBC1D3B	P04792	A6NDS4	Biogrid
HSPB1	PTD004	P04792	-	Biogrid
HSPB1	UNQ601	P04792	-	Biogrid
HSPB1	PKM	P04792	P14618	Biogrid
HSPB1	UQCRB	P04792	P14927	Biogrid
HSPB1	HNRNPH1	P04792	P31943	Biogrid
HSPB1	TXNL1	P04792	O43396	Biogrid
HSPB1	PP4762	P04792	-	Biogrid
HSPB1	CAMK1	P04792	Q14012	Biogrid
HSPB1	GARS	P04792	-	Biogrid
HSPB1	NTRK1	P04792	P04629	Biogrid
HSPB1	ENPP2	P04792	Q13822	Biogrid
HSPB1	RBM48	P04792	Q5RL73	Biogrid
HSPB1	RP5-891H21.2	P04792	-	Biogrid
HSPB1	CDC73	P04792	Q6P1J9	Biogrid
HSPB1	RP11-11N7.3	P04792	-	Biogrid
HSPB1	Bmpr1a	P04792	-	Biogrid
HSPB1	RP11-529I10.2	P04792	-	Biogrid
HSPB1	ANKRD7	P04792	Q92527	Biogrid
HSPB1	SNRPF	P04792	P62306	Biogrid
HSPB1	FKSG14	P04792	-	Biogrid
HSPB1	USP1	P04792	O94782	Biogrid
HSPB1	HSPB1	P04792	P04792	Biogrid
HSPB1	RP11-230F18.3	P04792	-	Biogrid
HSPB1	TARBP2	P04792	Q15633	Biogrid
HSPB1	LA16c-313D11.6	P04792	-	Biogrid
HSPB1	TRIM24	P04792	O15164	Biogrid
HSPB1	NAMPT	P04792	P43490	Biogrid
HSPB1	RALA	P04792	P11233	Biogrid
HSPB1	CGI-17	P04792	-	Biogrid
HSPB1	PHLDA1	P04792	Q8WV24	Biogrid
HSPB1	TES	P04792	Q9UGI8	Biogrid
HSPB1	RP1-184J9.3	P04792	-	Biogrid
HSPB1	RP11-73M18.7	P04792	-	Biogrid
HSPB1	PSMA3	P04792	P25788	Biogrid
HSPB1	CHUK	P04792	O15111	Biogrid
HSPB1	CRYAB	P04792	P02511	Biogrid
HSPB1	TRIM54	P04792	Q9BYV2	Biogrid
HSPB1	RP11-397G5.3	P04792	-	Biogrid
HSPB1	MSTP006	P04792	-	Biogrid
HSPB1	C2orf73	P04792	Q8N5S3	Biogrid
HSPB1	AHNAK	P04792	Q09666	Biogrid
HSPB1	ACAP2	P04792	Q15057	Biogrid
HSPB1	RBPJ	P04792	Q06330	Biogrid
HSPB1	HSF1	P04792	Q00613	Biogrid
HSPB1	IRS4	P04792	O14654	Biogrid
HSPB1	RP11-505P4.2	P04792	-	Biogrid
HSPB1	RP11-24J20.2	P04792	-	Biogrid
HSPB1	PALM3	P04792	A6NDB9	Biogrid
HSPB1	C12orf10	P04792	Q9HB07	Biogrid
HSPB1	PRPF19	P04792	Q9UMS4	Biogrid
HSPB1	ADRBK2	P04792	-	Biogrid
HSPB1	WWOX	P04792	Q9NZC7	Biogrid
HSPB1	RP5-977B1.9	P04792	-	Biogrid
HSPB1	HNRNPH3	P04792	P31942	Biogrid
HSPB1	TP53	P04792	P04637	Biogrid
HSPB1	RP1-125I3.5	P04792	-	Biogrid
HSPB1	HSD38	P04792	-	Biogrid
HSPB1	HSD11	P04792	-	Biogrid
HSPB1	LL22NC03-44A4.1	P04792	-	Biogrid
HSPB1	CRYGC	P04792	P07315	Biogrid
HSPB1	SRP72	P04792	O76094	Biogrid
HSPB1	BUB1B	P04792	O60566	Biogrid
HSPB1	ARHGAP28	P04792	Q9P2N2	Biogrid
HSPB1	MRGBP	P04792	Q9NV56	Biogrid
HSPB1	NAPA	P04792	P54920	Biogrid
HSPB1	RP11-318E3.2	P04792	-	Biogrid
HSPB1	BAG3	P04792	O95817	Biogrid
HSPB1	YWHAQ	P04792	P27348	Biogrid
HSPB1	C6orf211	P04792	-	Biogrid
HSPB1	RP1-134O19.2	P04792	-	Biogrid
HSPB1	RP3-324N14.1	P04792	-	Biogrid
HSPB1	HSPC136	P04792	-	Biogrid
HSPB1	GLO1	P04792	Q04760	Biogrid
HSPB1	IPO7	P04792	O95373	Biogrid
HSPB1	My049	P04792	-	Biogrid
HSPB1	PTPN22	P04792	Q9Y2R2	Biogrid
HSPB1	SPATA7	P04792	Q9P0W8	Biogrid
HSPB1	PPM1A	P04792	P35813	Biogrid
HSPB1	RP4-657D16.1	P04792	-	Biogrid
HSPB1	CGI-125	P04792	-	Biogrid
HSPB1	RP5-876B10.1	P04792	-	Biogrid
HSPB1	G6PD	P04792	P11413	Biogrid
HSPB1	EGFR	P04792	P00533	Biogrid
HSPB1	TUBA1C	P04792	Q9BQE3	Biogrid
HSPB1	XPO1	P04792	O14980	Biogrid
HSPB1	EBNA-LP	P04792	-	Biogrid
HSPB1	VCP	P04792	P55072	Biogrid
HSPB1	RP11-336N8.5	P04792	-	Biogrid
HSPB1	CDABP0131	P04792	-	Biogrid
HSPB1	EIF4B	P04792	P23588	Biogrid
HSPB1	UBC	P04792	P0CG48	Biogrid
HSPB1	LONRF1	P04792	Q17RB8	Biogrid
HSPB1	RP1-81D8.1	P04792	-	Biogrid
HSPB1	ZBTB37	P04792	Q5TC79	Biogrid
HSPB1	LA16c-431H6.1	P04792	-	Biogrid
HSPB1	ACTN2	P04792	P35609	Biogrid
HSPB1	INPP5K	P04792	Q9BT40	Biogrid
HSPB1	RP5-1002M8.1	P04792	-	Biogrid
HSPB1	HSPA8	P04792	P11142	Biogrid
HSPB1	PITPNA	P04792	Q00169	Biogrid
HSPB1	GA17	P04792	-	Biogrid
HSPB1	RP11-5F19.1	P04792	-	Biogrid
HSPB1	CEP57	P04792	Q86XR8	Biogrid
HSPB1	MRPL40	P04792	Q9NQ50	Biogrid
HSPB1	RP11-99N20.1	P04792	-	Biogrid
HSPB1	TGFB1I1	P04792	O43294	Biogrid
HSPB1	RP1-230G1.1	P04792	-	Biogrid
HSPB1	C15orf57	P04792	-	Biogrid
HSPB1	ARHGDIA	P04792	P52565	Biogrid
HSPB1	CRYBB2	P04792	P43320	Biogrid
HSPB1	RNF114	P04792	Q9Y508	Biogrid
HSPB1	UAP1	P04792	Q16222	Biogrid
HSPB1	HNRNPD	P04792	Q14103	Biogrid
HSPB1	FXR1	P04792	P51114	Biogrid
HSPB1	RP11-730A19.1	P04792	-	Biogrid
HSPB1	MSN	P04792	P26038	Biogrid
HSPB1	SIK2	P04792	Q9H0K1	Biogrid
HSPB1	RAD23A	P04792	P54725	Biogrid
HSPB1	EIF4A2	P04792	Q14240	Biogrid
HSPB1	RP13-26D14.4	P04792	-	Biogrid
HSPB1	COPS5	P04792	Q92905	Biogrid
HSPB1	UFD1L	P04792	-	Biogrid
HSPB1	CETN3	P04792	O15182	Biogrid
HSPB1	RP1-302G2.1	P04792	-	Biogrid
HSPB1	SAT1	P04792	P21673	Biogrid
HSPB1	RP4-547C9.3	P04792	-	Biogrid
HSPB1	MYC	P04792	P01106	Biogrid
HSPB1	KRT72	P04792	Q14CN4	Biogrid
HSPB1	MSL1	P04792	Q68DK7	Biogrid
HSPB1	SDHA	P04792	P31040	Biogrid
HSPB1	KCMF1	P04792	Q9P0J7	Biogrid
HSPB1	IRAK1	P04792	P51617	Biogrid
HSPB1	DES	P04792	P17661	Biogrid
HSPB1	DMWD	P04792	Q09019	Biogrid
HSPB1	HNRNPA1	P04792	P09651	Biogrid
HSPB1	LIMK2	P04792	P53671	Biogrid
HSPB1	PTGES3	P04792	Q15185	Biogrid
HSPB1	ERP29	P04792	P30040	Biogrid
HSPB1	RP1-37M3.7	P04792	-	Biogrid
HSPB1	RP11-234K24.1	P04792	-	Biogrid
HSPB1	SRMS	P04792	Q9H3Y6	Biogrid
HSPB1	ITGA4	P04792	P13612	Biogrid
HSPB1	MFAP1	P04792	P55081	Biogrid
HSPB1	SNW1	P04792	Q13573	Biogrid
HSPB1	FN1	P04792	P02751	Biogrid
HSPB1	AARSD1	P04792	Q9BTE6	Biogrid
HSPB1	GOLGA8A	P04792	A7E2F4	Biogrid
HSPB1	LBP	P04792	P18428	Biogrid
HSPB1	RP1-130E4.1	P04792	-	Biogrid
HSPB1	GLMN	P04792	Q92990	Biogrid
HSPB1	AP2B1	P04792	P63010	Biogrid
HSPB1	DLST	P04792	P36957	Biogrid
HSPB1	RP4-657D16.2	P04792	-	Biogrid
HSPB1	USP14	P04792	P54578	Biogrid
HSPB1	EEF1B2	P04792	P24534	Biogrid
HSPB1	AD-016	P04792	-	Biogrid
HSPB1	XXbac-BCX101P6.10-002	P04792	-	Biogrid
HSPB1	RP11-252O7.3	P04792	-	Biogrid
HSPB1	NCKIPSD	P04792	Q9NZQ3	Biogrid
HSPB1	PP1629	P04792	-	Biogrid
HSPB1	TYK2	P04792	P29597	Biogrid
HSPB1	RPA1	P04792	P27694	Biogrid
HSPB1	PSMD1	P04792	Q99460	Biogrid
HSPB1	PRDX6	P04792	P30041	Biogrid
HSPB1	RP11-386D8.2	P04792	-	Biogrid
HSPB1	FKBP4	P04792	Q02790	Biogrid
HSPB1	TOMM70A	P04792	-	Biogrid
HSPB1	ARMC6	P04792	Q6NXE6	Biogrid
HSPB1	RSPH3	P04792	Q86UC2	Biogrid
HSPB1	RP11-723P2.1	P04792	-	Biogrid
HSPB1	MYL12B	P04792	O14950	Biogrid
HSPB1	HSPB6	P04792	O14558	Biogrid
HSPB1	EIF5	P04792	P55010	Biogrid
HSPB1	RP11-16N10.1	P04792	-	Biogrid
HSPB1	VCAM1	P04792	P19320	Biogrid
HSPB1	ASB17	P04792	Q8WXJ9	Biogrid
HSPB1	Kctd5	P04792	-	Biogrid
HSPB1	RP1-65J11.4	P04792	-	Biogrid
HSPB1	NBAS	P04792	A2RRP1	Biogrid
HSPB1	HNRNPH2	P04792	P55795	Biogrid
HSPB1	MYLK	P04792	Q15746	Biogrid
HSPB1	RP11-71A24.1	P04792	-	Biogrid
HSPB1	DUT	P04792	P33316	Biogrid
HSPB1	CSRP1	P04792	P21291	Biogrid
HSPB1	SF3A3	P04792	Q12874	Biogrid
HSPB1	ZNF131	P04792	P52739	Biogrid
HSPB1	RP1-154G14.1	P04792	-	Biogrid
HSPB1	NEK10	P04792	Q6ZWH5	Biogrid
HSPB1	SMARCA2	P04792	P51531	Biogrid
HSPB1	ACTN1	P04792	P12814	Biogrid
HSPB1	RP11-186N15.4	P04792	-	Biogrid
HSPB1	SQSTM1	P04792	Q13501	Biogrid
HSPB1	INS	P04792	P01308	Biogrid
HSPB1	CCDC70	P04792	Q6NSX1	Biogrid
HSPB1	KANSL1	P04792	Q7Z3B3	Biogrid
HSPB1	SPIN1	P04792	Q9Y657	Biogrid
HSPB1	LA16c-358B7.1	P04792	-	Biogrid
HSPB1	TBC1D1	P04792	Q86TI0	Biogrid
HSPB1	CGI-33	P04792	-	Biogrid
HSPB1	RP11-353C18.2	P04792	-	Biogrid
HSPB1	Z97634.1-001	P04792	-	Biogrid
HSPB1	RP1-319D22.1	P04792	-	Biogrid
HSPB1	CBX1	P04792	P83916	Biogrid
HSPB1	GATA1	P04792	P15976	Biogrid
HSPB1	MAPKAPK5	P04792	Q8IW41	Biogrid
HSPB1	PSEC0052	P04792	-	Biogrid
HSPB1	EPB41L3	P04792	Q9Y2J2	Biogrid
HSPB1	CYCS	P04792	P99999	Biogrid
HSPB1	ZNF197	P04792	O14709	Biogrid
HSPB1	EFTUD2	P04792	Q15029	Biogrid
HSPB1	RP1-148E22.1	P04792	-	Biogrid
HSPB1	EIF2S1	P04792	P05198	Biogrid
HSPB1	MAPKAPK2	P04792	P49137	Biogrid
HSPB1	CGI-138	P04792	-	Biogrid
HSPB1	CS	P04792	O75390	Biogrid
HSPB1	NEXN	P04792	Q0ZGT2	Biogrid
HSPB1	PDLIM1	P04792	O00151	Biogrid
HSPB1	PAF1	P04792	Q8N7H5	Biogrid
HSPB1	SF3B3	P04792	Q15393	Biogrid
HSPB1	ARRDC5	P04792	A6NEK1	Biogrid
HSPB1	DNAJC21	P04792	Q5F1R6	Biogrid
HSPB1	RP5-983H21.1	P04792	-	Biogrid
HSPB1	RP4-534B8.1	P04792	-	Biogrid
HSPB1	HSPC075	P04792	-	Biogrid
HSPB1	SMURF2	P04792	Q9HAU4	Biogrid
HSPB1	HSPC231	P04792	-	Biogrid
HSPB1	HAUS8	P04792	Q9BT25	Biogrid
HSPB1	CUL3	P04792	Q13618	Biogrid
HSPB1	AHCY	P04792	P23526	Biogrid
HSPB1	CARHSP1	P04792	Q9Y2V2	Biogrid
HSPB1	MSTP016	P04792	-	Biogrid
HSPB1	RP11-196G4.1	P04792	-	Biogrid
HSPB1	PIG46	P04792	-	Biogrid
HSPB1	RP11-109G10.3	P04792	-	Biogrid
HSPB1	LIG1	P04792	P18858	Biogrid
HSPB1	ILK	P04792	Q13418	Biogrid
HSPB1	DADB-70P7.1	P04792	-	Biogrid
HSPB1	OXCT1	P04792	P55809	Biogrid
HSPB1	CDK1	P04792	P06493	Biogrid
HSPB1	HSPC261	P04792	-	Biogrid
HSPB1	RP4-635E18.2	P04792	-	Biogrid
HSPB1	USP38	P04792	Q8NB14	Biogrid
HSPB1	ASB10	P04792	Q8WXI3	Biogrid
HSPB1	CCNO	P04792	P22674	Biogrid
HSPB1	NOS2	P04792	P35228	Biogrid
HSPB1	ZBTB1	P04792	Q9Y2K1	Biogrid
HSPB1	RP11-96K19.1	P04792	-	Biogrid
HSPB1	RP11-432M24.3	P04792	-	Biogrid
HSPB1	RP1-139D8.2	P04792	-	Biogrid
HSPB1	ACBD6	P04792	Q9BR61	Biogrid
HSPB1	PSAT1	P04792	Q9Y617	Biogrid
HSPB1	HNRNPA2B1	P04792	P22626	Biogrid
HSPB1	TARS	P04792	-	Biogrid
HSPB1	CCDC64	P04792	-	Biogrid
HSPB1	HSPA5	P04792	P11021	Biogrid
HSPB1	CRYAA	P04792	P02489	Biogrid
HSPB1	UNG	P04792	P13051	Biogrid
HSPB1	GTSF1	P04792	Q8WW33	Biogrid
HSPB1	AATK	P04792	Q6ZMQ8	Biogrid
HSPB1	HECTD1	P04792	Q9ULT8	Biogrid
HSPB1	RP11-484I6.5	P04792	-	Biogrid
HSPB1	CTGLF10P	P04792	-	Biogrid
HSPB1	RP11-101E13.2	P04792	-	Biogrid
HSPB1	TTC39C	P04792	Q8N584	Biogrid
HSPB1	RP11-124N14.1	P04792	-	Biogrid
HSPB1	AKT1	P04792	P31749	Biogrid
HSPB1	RASSF9	P04792	O75901	Biogrid
HSPB1	CGI-150	P04792	-	Biogrid
HSPB1	RBM25	P04792	P49756	Biogrid
HSPB1	RP3-353E16.2	P04792	-	Biogrid
HSPB1	RP11-352P4.2	P04792	-	Biogrid
HSPB1	DADB-159G18.9	P04792	-	Biogrid
HSPB1	STAT2	P04792	P52630	Biogrid
HSPB1	FAM71D	P04792	Q8N9W8	Biogrid
HSPB1	Dmel_CG3018	P04792	-	Biogrid
HSPB1	HSPA4	P04792	P34932	Biogrid
HSPB1	HNRNPF	P04792	P52597	Biogrid
HSPB1	GRIPAP1	P04792	Q4V328	Biogrid
HSPB1	PRKD1	P04792	Q15139	Biogrid
HSPB1	RP11-494P5.1	P04792	-	Biogrid
HSPB1	RP11-121A23.1	P04792	-	Biogrid
HSPB1	RPAP3	P04792	Q9H6T3	Biogrid
HSPB1	PTBP1	P04792	P26599	Biogrid
HSPB1	GMPS	P04792	P49915	Biogrid
HSPB1	RP1-199J3.1	P04792	-	Biogrid
HSPB1	JM21	P04792	-	Biogrid
HSPB1	CGI-151	P04792	-	Biogrid
HSPB1	AGAP5	P04792	A6NIR3	Biogrid
HSPB1	MTIF2	P04792	P46199	Biogrid
HSPB1	hCG_40978	P04792	-	Biogrid
HSPB1	THOC5	P04792	Q13769	Biogrid
HSPB1	HSPA9	P04792	P38646	Biogrid
HSPB1	IKBKB	P04792	O14920	Biogrid
HSPB1	RP11-205M9.1	P04792	-	Biogrid
HSPB1	ANAPC7	P04792	Q9UJX3	Biogrid
HSPB1	TOX4	P04792	O94842	Biogrid
HSPB1	UBE2N	P04792	P61088	Biogrid
HSPB1	RYBP	P04792	Q8N488	Biogrid
HSPB1	SOX2	P04792	P48431	Biogrid
HSPB1	SNCA	P04792	P37840	Biogrid
HSPB1	MAPKAPK3	P04792	Q16644	Biogrid
HSPB1	ZFAT	P04792	Q9P243	Biogrid
HSPB1	STRN	P04792	O43815	Biogrid
HSPB1	XX-FW89031B12.1	P04792	-	Biogrid
HSPB1	TUBA4A	P04792	P68366	Biogrid
HSPB1	CLCN3	P04792	P51790	Biogrid
HSPB1	SPTBN1	P04792	Q01082	Biogrid
HSPB1	C11orf98	P04792	E9PRG8	Biogrid
HSPB1	PPP2R3C	P04792	Q969Q6	Biogrid
HSPB1	HAUS1	P04792	Q96CS2	Biogrid
HSPB1	CCNDBP1	P04792	O95273	Biogrid
HSPB1	MCM2	P04792	P49736	Biogrid
HSPB1	RP11-6B20.2	P04792	-	Biogrid
HSPB1	IARS2	P04792	Q9NSE4	Biogrid
HSPB1	LASP1	P04792	Q14847	Biogrid
HSPB1	HSPC225	P04792	-	Biogrid
HSPB1	HRIHFB2115	P04792	-	Biogrid
HSPB1	"RP4-579N16.2"""	P04792	-	Biogrid
HSPB1	HN1	P04792	-	Biogrid
HSPB1	WDR83	P04792	Q9BRX9	Biogrid
HSPB1	YWHAZ	P04792	P63104	Biogrid
HSPB1	ISG15	P04792	P05161	Biogrid
HSPB1	ADPRHL2	P04792	-	Biogrid
HSPB1	RPA3	P04792	P35244	Biogrid
HSPB1	PRO2292	P04792	-	Biogrid
HSPB1	RP11-184B22.1	P04792	-	Biogrid
HSPB1	RP11-483H20.7	P04792	-	Biogrid
HSPB1	YIL099W	P04792	-	Biogrid
HSPB1	ZYX	P04792	Q15942	Biogrid
HSPB1	UGDH	P04792	O60701	Biogrid
HSPB1	OBSL1	P04792	O75147	Biogrid
HSPB1	XRCC5	P04792	P13010	Biogrid
HSPB1	DUSP16	P04792	Q9BY84	Biogrid
HSPB1	TSNAXIP1	P04792	Q2TAA8	Biogrid
HSPB1	EZH2	P04792	Q15910	Biogrid
HSPB1	RP11-18A3.3	P04792	-	Biogrid
HSPB1	TTC3	P04792	P53804	Biogrid
HSPB1	H13	P04792	-	Biogrid
HSPB1	SMN1	P04792	Q16637	Biogrid
HSPB1	S100A4	P04792	P26447	Biogrid
HSPB1	RP11-190H11.1	P04792	-	Biogrid
HSPB1	BOS_2012	P04792	-	Biogrid
HSPB1	PSMA6	P04792	P60900	Biogrid
HSPB1	HDLBP	P04792	Q00341	Biogrid
HSPB1	WWP1	P04792	Q9H0M0	Biogrid
HSPB1	RP11-108K14.6	P04792	-	Biogrid
HSPB1	SNRNP200	P04792	O75643	Biogrid
HSPB1	RPSA	P04792	P08865	Biogrid
CDC42	PAK1	P60953	Q13153	Biogrid
CDC42	CDC42	P60953	P60953	Biogrid
CDC42	RP1-224A6.5	P60953	-	Biogrid
CDC42	DOCK8	P60953	Q8NF50	Biogrid
CDC42	RP11-165F24.7	P60953	-	Biogrid
CDC42	TRIP10	P60953	Q15642	Biogrid
CDC42	CDC42BPG	P60953	Q6DT37	Biogrid
CDC42	ARHGAP27	P60953	Q6ZUM4	Biogrid
CDC42	hCG_1992862	P60953	-	Biogrid
CDC42	DEF6	P60953	Q9H4E7	Biogrid
CDC42	RP3-329A5.5	P60953	-	Biogrid
CDC42	MCF2L	P60953	O15068	Biogrid
CDC42	RP11-98F14.2	P60953	-	Biogrid
CDC42	ARHGAP32	P60953	A7KAX9	Biogrid
